Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"FDI","Foreign Direct Investment (FDI)","004","Afghanistan","6110","Value US$","23082","Total FDI inflows","2018","2018","millions","119.44","X","Figure from international organizations","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","004","Afghanistan","6110","Value US$","23082","Total FDI inflows","2019","2019","millions","38.533333","X","Figure from international organizations","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","004","Afghanistan","6110","Value US$","23082","Total FDI inflows","2020","2020","millions","12.970492","X","Figure from international organizations","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","051","Armenia","6110","Value US$","23082","Total FDI inflows","1991","1991","millions","19.62","X","Figure from international organizations","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","051","Armenia","6110","Value US$","23082","Total FDI inflows","1992","1992","millions","2.4","X","Figure from international organizations","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","051","Armenia","6110","Value US$","23082","Total FDI inflows","1993","1993","millions","0.8","X","Figure from international organizations","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","051","Armenia","6110","Value US$","23082","Total FDI inflows","1994","1994","millions","8","X","Figure from international organizations","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","051","Armenia","6110","Value US$","23082","Total FDI inflows","1995","1995","millions","25.32","X","Figure from international organizations","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","051","Armenia","6110","Value US$","23082","Total FDI inflows","1996","1996","millions","17.57","X","Figure from international organizations","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","051","Armenia","6110","Value US$","23082","Total FDI inflows","1997","1997","millions","51.94","X","Figure from international organizations","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","051","Armenia","6110","Value US$","23082","Total FDI inflows","1998","1998","millions","232.375","X","Figure from international organizations","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","051","Armenia","6110","Value US$","23082","Total FDI inflows","1999","1999","millions","122.034","X","Figure from international organizations","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","051","Armenia","6110","Value US$","23082","Total FDI inflows","2000","2000","millions","104.189","X","Figure from international organizations","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","051","Armenia","6110","Value US$","23082","Total FDI inflows","2001","2001","millions","69.869","X","Figure from international organizations","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","051","Armenia","6110","Value US$","23082","Total FDI inflows","2002","2002","millions","110.725","X","Figure from international organizations","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","051","Armenia","6110","Value US$","23082","Total FDI inflows","2003","2003","millions","122.853","X","Figure from international organizations","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","051","Armenia","6110","Value US$","23082","Total FDI inflows","2004","2004","millions","247.141","X","Figure from international organizations","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","051","Armenia","6110","Value US$","23082","Total FDI inflows","2005","2005","millions","292.073","X","Figure from international organizations","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","051","Armenia","6110","Value US$","23082","Total FDI inflows","2006","2006","millions","466.532","X","Figure from international organizations","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","051","Armenia","6110","Value US$","23082","Total FDI inflows","2007","2007","millions","667.672","X","Figure from international organizations","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","051","Armenia","6110","Value US$","23082","Total FDI inflows","2008","2008","millions","943.733","X","Figure from international organizations","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","051","Armenia","6110","Value US$","23082","Total FDI inflows","2009","2009","millions","760.041","X","Figure from international organizations","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","051","Armenia","6110","Value US$","23082","Total FDI inflows","2010","2010","millions","529.321392","X","Figure from international organizations","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","051","Armenia","6110","Value US$","23082","Total FDI inflows","2011","2011","millions","653.219757","X","Figure from international organizations","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","051","Armenia","6110","Value US$","23082","Total FDI inflows","2012","2012","millions","496.636701","X","Figure from international organizations","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","051","Armenia","6110","Value US$","23082","Total FDI inflows","2013","2013","millions","346.092394","X","Figure from international organizations","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","051","Armenia","6110","Value US$","23082","Total FDI inflows","2014","2014","millions","406.578407","X","Figure from international organizations","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","051","Armenia","6110","Value US$","23082","Total FDI inflows","2015","2015","millions","184.127986","X","Figure from international organizations","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","051","Armenia","6110","Value US$","23082","Total FDI inflows","2016","2016","millions","333.733314","X","Figure from international organizations","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","051","Armenia","6110","Value US$","23082","Total FDI inflows","2017","2017","millions","250.93511","X","Figure from international organizations","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","051","Armenia","6110","Value US$","23082","Total FDI inflows","2018","2018","millions","254.146164","X","Figure from international organizations","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","051","Armenia","6110","Value US$","23082","Total FDI inflows","2019","2019","millions","254.077252","X","Figure from international organizations","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","051","Armenia","6110","Value US$","23082","Total FDI inflows","2020","2020","millions","117.296453","X","Figure from international organizations","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","031","Azerbaijan","6110","Value US$","23082","Total FDI inflows","1993","1993","millions","0.01","X","Figure from international organizations","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","031","Azerbaijan","6110","Value US$","23082","Total FDI inflows","1994","1994","millions","22","X","Figure from international organizations","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","031","Azerbaijan","6110","Value US$","23082","Total FDI inflows","1995","1995","millions","155","X","Figure from international organizations","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","031","Azerbaijan","6110","Value US$","23082","Total FDI inflows","1996","1996","millions","591","X","Figure from international organizations","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","031","Azerbaijan","6110","Value US$","23082","Total FDI inflows","1997","1997","millions","1051","X","Figure from international organizations","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","031","Azerbaijan","6110","Value US$","23082","Total FDI inflows","1998","1998","millions","1022.97","X","Figure from international organizations","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","031","Azerbaijan","6110","Value US$","23082","Total FDI inflows","1999","1999","millions","510.32","X","Figure from international organizations","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","031","Azerbaijan","6110","Value US$","23082","Total FDI inflows","2000","2000","millions","129.93","X","Figure from international organizations","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","031","Azerbaijan","6110","Value US$","23082","Total FDI inflows","2001","2001","millions","226.51","X","Figure from international organizations","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","031","Azerbaijan","6110","Value US$","23082","Total FDI inflows","2002","2002","millions","1392.44","X","Figure from international organizations","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","031","Azerbaijan","6110","Value US$","23082","Total FDI inflows","2003","2003","millions","3285","X","Figure from international organizations","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","031","Azerbaijan","6110","Value US$","23082","Total FDI inflows","2004","2004","millions","3556.1","X","Figure from international organizations","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","031","Azerbaijan","6110","Value US$","23082","Total FDI inflows","2005","2005","millions","1679.92","X","Figure from international organizations","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","031","Azerbaijan","6110","Value US$","23082","Total FDI inflows","2006","2006","millions","-583.985","X","Figure from international organizations","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","031","Azerbaijan","6110","Value US$","23082","Total FDI inflows","2007","2007","millions","-4748.88","X","Figure from international organizations","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","031","Azerbaijan","6110","Value US$","23082","Total FDI inflows","2008","2008","millions","14.09","X","Figure from international organizations","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","031","Azerbaijan","6110","Value US$","23082","Total FDI inflows","2009","2009","millions","473.305","X","Figure from international organizations","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","031","Azerbaijan","6110","Value US$","23082","Total FDI inflows","2010","2010","millions","563","X","Figure from international organizations","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","031","Azerbaijan","6110","Value US$","23082","Total FDI inflows","2011","2011","millions","1465","X","Figure from international organizations","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","031","Azerbaijan","6110","Value US$","23082","Total FDI inflows","2012","2012","millions","2004.6","X","Figure from international organizations","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","031","Azerbaijan","6110","Value US$","23082","Total FDI inflows","2013","2013","millions","2632","X","Figure from international organizations","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","031","Azerbaijan","6110","Value US$","23082","Total FDI inflows","2014","2014","millions","4430.4","X","Figure from international organizations","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","031","Azerbaijan","6110","Value US$","23082","Total FDI inflows","2015","2015","millions","4047.7","X","Figure from international organizations","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","031","Azerbaijan","6110","Value US$","23082","Total FDI inflows","2016","2016","millions","4500","X","Figure from international organizations","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","031","Azerbaijan","6110","Value US$","23082","Total FDI inflows","2017","2017","millions","2867","X","Figure from international organizations","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","031","Azerbaijan","6110","Value US$","23082","Total FDI inflows","2018","2018","millions","1403","X","Figure from international organizations","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","031","Azerbaijan","6110","Value US$","23082","Total FDI inflows","2019","2019","millions","1503.9","X","Figure from international organizations","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","031","Azerbaijan","6110","Value US$","23082","Total FDI inflows","2020","2020","millions","507.1","X","Figure from international organizations","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","048","Bahrain","6110","Value US$","23082","Total FDI inflows","1991","1991","millions","619.5","X","Figure from international organizations","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","048","Bahrain","6110","Value US$","23082","Total FDI inflows","1992","1992","millions","868.62","X","Figure from international organizations","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","048","Bahrain","6110","Value US$","23082","Total FDI inflows","1993","1993","millions","-275","X","Figure from international organizations","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","048","Bahrain","6110","Value US$","23082","Total FDI inflows","1994","1994","millions","208.1","X","Figure from international organizations","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","048","Bahrain","6110","Value US$","23082","Total FDI inflows","1995","1995","millions","430.59","X","Figure from international organizations","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","048","Bahrain","6110","Value US$","23082","Total FDI inflows","1996","1996","millions","2048.2","X","Figure from international organizations","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","048","Bahrain","6110","Value US$","23082","Total FDI inflows","1997","1997","millions","868.617021","X","Figure from international organizations","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","048","Bahrain","6110","Value US$","23082","Total FDI inflows","1998","1998","millions","-275","X","Figure from international organizations","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","048","Bahrain","6110","Value US$","23082","Total FDI inflows","1999","1999","millions","453.723404","X","Figure from international organizations","UNCTAD"
